# date	name	status
Illegal	Aggiba, the Malevolent Sh'nn S'yo	Illegal
Illegal	Armament of the Lethal Lords	Illegal
Illegal	Chimaera, the Master of Beasts	Illegal
Illegal	Emperor of Lightning	Illegal
Illegal	Get Your Game On!	Illegal
Illegal	Grizzly, the Red Star Beast	Illegal
Illegal	King Landia the Goldfang	Illegal
Illegal	King of Destruction - Xexex	Illegal
Illegal	Lorelei, the Symphonic Arsenal	Illegal
Illegal	Meteo the Matchless	Illegal
Illegal	Obelisk the Tormentor (original)	Illegal
Illegal	Queen Nereia the Silvercrown	Illegal
Illegal	Queen of Fate - Eternia	Illegal
Illegal	The Seal of Orichalcos	Illegal
Illegal	Skuna, the Leonine Rakan	Illegal
Illegal	Slifer the Sky Dragon (original)	Illegal
Illegal	Stardust Divinity	Illegal
Illegal	Testament of the Arcane Lords	Illegal
Illegal	The Winged Dragon of Ra (original)	Illegal
Illegal	Tyr, the Vanquishing Warlord	Illegal
Illegal	Ulevo	Illegal
2008 May	Light and Darkness Dragon	Semi-limited
2008 May	Morphing Jar	Limited
2008 May	Magical Stone Excavation	Semi-limited
2008 May	Magical Scientist	Forbidden
2008 May	Makyura the Destructor	Forbidden
2008 May	Manticore of Darkness	Semi-limited
2008 May	Mage Power	Semi-limited
2008 May	Magician of Faith	Forbidden
2008 May	Marshmallon	Limited
2008 May	Mask of Darkness	Semi-limited
2008 May	Metamorphosis	Forbidden
2008 May	Megamorph	Limited
2008 May	Mirage of Nightmare	Forbidden
2008 May	Monster Reborn	Limited
2008 May	Magic Cylinder	Limited
2008 May	Mind Crush	Limited
2008 May	Mirror Force	Limited
2008 May	Mystical Space Typhoon	Limited
2008 May	Neo-Spacian Grand Mole	Limited
2008 May	Necroface	Semi-limited
2008 May	Night Assailant	Limited
2008 May	Nobleman of Crossout	Limited
2008 May	Ojama Trio	Limited
2008 May	Overload Fusion	Limited
2008 May	Painful Choice	Forbidden
2008 May	Premature Burial	Limited
2008 May	Pot of Greed	Forbidden
2008 May	Raiza the Storm Monarch	Limited
2008 May	Reinforcement of the Army	Semi-limited
2008 May	Return from the Different Dimension	Limited
2008 May	Right Leg of the Forbidden One	Limited
2008 May	Right Arm of the Forbidden One	Limited
2008 May	Ring of Destruction	Forbidden
2008 May	Raigeki	Forbidden
2008 May	Royal Decree	Semi-limited
2008 May	Sangan	Limited
2008 May	Scapegoat	Limited
2008 May	Smashing Ground	Limited
2008 May	Snatch Steal	Forbidden
2008 May	Snipe Hunter	Limited
2008 May	Spirit Reaper	Forbidden
2008 May	Sinister Serpent	Forbidden
2008 May	Sixth Sense	Limited
2008 May	Swords of Revealing Light	Limited
2008 May	Time Seal	Forbidden
2008 May	Torrential Tribute	Limited
2008 May	Thousand-Eyes Restrict	Forbidden
2008 May	Tsukuyomi	Forbidden
2008 May	Trap Dustshoot	Limited
2008 May	Tribe-Infecting Virus	Forbidden
2008 May	Twin-Headed Behemoth	Limited
2008 May	The Transmigration Prophecy	Limited
2008 May	The Forceful Sentry	Forbidden
2008 May	United We Stand	Limited
2008 May	Ultimate Offering	Limited
2008 May	Victory Dragon	Forbidden
2008 May	Wall of Revealing Light	Limited
2008 May	Witch of the Black Forest	Forbidden
2008 May	Yata-Garasu	Forbidden
2008 Sep	Advanced Ritual Art	Limited
2008 Sep	Brain Control	Limited
2008 Sep	Book of Moon	Semi-limited
2008 Sep	Black Luster Soldier - Envoy of the Beginning	Forbidden
2008 Sep	Breaker the Magical Warrior	Limited
2008 Sep	Butterfly Dagger - Elma	Forbidden
2008 Sep	Card Trooper	Limited
2008 Sep	Card of Safe Return	Semi-limited
2008 Sep	Chaos Sorceror	Forbidden
2008 Sep	Chaos Emperor Dragon - Envoy of the End	Forbidden
2008 Sep	Cyber Dragon	Limited
2008 Sep	Cyber Stein	Forbidden
2008 Sep	Cyber Jar	Forbidden
2008 Sep	Cathedral of Nobles	Forbidden
2008 Sep	Card Destruction	Limited
2008 Sep	Change of Heart	Forbidden
2008 Sep	Confiscation	Forbidden
2008 Sep	Call of the Haunted	Forbidden
2008 Sep	Ceasefire	Limited
2008 Sep	Chain Strike	Semi-limited
2008 Sep	Crush Card Virus	Limited
2008 Sep	Dark Magician of Chaos	Forbidden
2008 Sep	Dark Hole	Forbidden
2008 Sep	D.D. Warrior Lady	Limited
2008 Sep	Dandylion	Limited
2008 Sep	Dark Armed Dragon	Semi-limited
2008 Sep	Delinquent Duo	Forbidden
2008 Sep	Destiny Hero - Disk Commander	Forbidden
2008 Sep	Dimension Fusion	Forbidden
2008 Sep	Elemental Hero Stratos	Limited
2008 Sep	Exodia the Forbidden One	Limited
2008 Sep	Exchange of the Spirit	Forbidden
2008 Sep	Future Fusion	Limited
2008 Sep	Foolish Burial	Semi-limited
2008 Sep	Fiber Jar	Forbidden
2008 Sep	Fissure	Limited
2008 Sep	Giant Trunade	Limited
2008 Sep	Graceful Charity	Forbidden
2008 Sep	Gravity Bind	Limited
2008 Sep	Green Baboon, Defender of the Forest	Limited
2008 Sep	Gold Sarcophagus	Limited
2008 Sep	Gorz the Emissary of Darkness	Limited
2008 Sep	Harpie's Feather Duster	Forbidden
2008 Sep	Heavy Storm	Limited
2008 Sep	Imperial Order	Forbidden
2008 Sep	Judgment Dragon	Semi-limited
2008 Sep	Left Arm of the Forbidden One	Limited
2008 Sep	Left Leg of the Forbidden One	Limited
2008 Sep	Last Will	Forbidden
2008 Sep	Last Turn	Forbidden
2008 Sep	Level Limit - Area B	Limited
2008 Sep	Limiter Removal	Limited
2008 Sep	Morphing Jar	Limited
2008 Sep	Magical Stone Excavation	Semi-limited
2008 Sep	Magical Scientist	Forbidden
2008 Sep	Makyura the Destructor	Forbidden
2008 Sep	Manticore of Darkness	Semi-limited
2008 Sep	Magician of Faith	Forbidden
2008 Sep	Marshmallon	Limited
2008 Sep	Mask of Darkness	Semi-limited
2008 Sep	Metamorphosis	Forbidden
2008 Sep	Megamorph	Limited
2008 Sep	Mirage of Nightmare	Forbidden
2008 Sep	Monster Reborn	Limited
2008 Sep	Monster Gate	Limited
2008 Sep	Magic Cylinder	Limited
2008 Sep	Mind Crush	Limited
2008 Sep	Mirror Force	Limited
2008 Sep	Mystical Space Typhoon	Limited
2008 Sep	Neo-Spacian Grand Mole	Limited
2008 Sep	Necroface	Semi-limited
2008 Sep	Night Assailant	Limited
2008 Sep	Nobleman of Crossout	Semi-limited
2008 Sep	Ojama Trio	Limited
2008 Sep	Overload Fusion	Limited
2008 Sep	Painful Choice	Forbidden
2008 Sep	Phantom of Chaos	Semi-limited
2008 Sep	Premature Burial	Forbidden
2008 Sep	Pot of Greed	Forbidden
2008 Sep	Raiza the Storm Monarch	Limited
2008 Sep	Reasoning	Limited
2008 Sep	Rescue Cat	Semi-limited
2008 Sep	Return from the Different Dimension	Limited
2008 Sep	Right Leg of the Forbidden One	Limited
2008 Sep	Right Arm of the Forbidden One	Limited
2008 Sep	Ring of Destruction	Forbidden
2008 Sep	Raigeki	Forbidden
2008 Sep	Sangan	Limited
2008 Sep	Scapegoat	Limited
2008 Sep	Smashing Ground	Limited
2008 Sep	Snatch Steal	Forbidden
2008 Sep	Snipe Hunter	Limited
2008 Sep	Spirit Reaper	Forbidden
2008 Sep	Sinister Serpent	Forbidden
2008 Sep	Sixth Sense	Limited
2008 Sep	Summon Priest	Semi-limited
2008 Sep	Swords of Revealing Light	Limited
2008 Sep	Time Seal	Forbidden
2008 Sep	Torrential Tribute	Limited
2008 Sep	Thousand-Eyes Restrict	Forbidden
2008 Sep	Tsukuyomi	Forbidden
2008 Sep	Trap Dustshoot	Limited
2008 Sep	Tribe-Infecting Virus	Forbidden
2008 Sep	Twin-Headed Behemoth	Limited
2008 Sep	The Transmigration Prophecy	Limited
2008 Sep	The Forceful Sentry	Forbidden
2008 Sep	United We Stand	Limited
2008 Sep	Ultimate Offering	Limited
2008 Sep	Victory Dragon	Forbidden
2008 Sep	Wall of Revealing Light	Limited
2008 Sep	Witch of the Black Forest	Forbidden
2008 Sep	Yata-Garasu	Forbidden
2009 Mar	Advanced Ritual Art	Limited
2009 Mar	Allure of Darkness	Semi-limited
2009 Mar	Brain Control	Limited
2009 Mar	Black Luster Soldier - Envoy of the Beginning	Forbidden
2009 Mar	Breaker the Magical Warrior	Limited
2009 Mar	Brionac, Dragon of the Ice Boundary	Limited
2009 Mar	Butterfly Dagger - Elma	Forbidden
2009 Mar	Card Trooper	Limited
2009 Mar	Card of Safe Return	Limited
2009 Mar	Chaos Sorceror	Limited
2009 Mar	Chaos Emperor Dragon - Envoy of the End	Forbidden
2009 Mar	Cyber Dragon	Limited
2009 Mar	Cyber Stein	Forbidden
2009 Mar	Cyber Jar	Forbidden
2009 Mar	Cathedral of Nobles	Forbidden
2009 Mar	Card Destruction	Limited
2009 Mar	Change of Heart	Forbidden
2009 Mar	Confiscation	Forbidden
2009 Mar	Call of the Haunted	Forbidden
2009 Mar	Ceasefire	Limited
2009 Mar	Chain Strike	Semi-limited
2009 Mar	Crush Card Virus	Limited
2009 Mar	Dark Magician of Chaos	Forbidden
2009 Mar	Dark Hole	Forbidden
2009 Mar	D.D. Warrior Lady	Limited
2009 Mar	Dandylion	Limited
2009 Mar	Dark Armed Dragon	Limited
2009 Mar	Delinquent Duo	Forbidden
2009 Mar	Destiny Hero - Malicious	Semi-limited
2009 Mar	Destiny Hero - Disk Commander	Forbidden
2009 Mar	Destiny Draw	Semi-limited
2009 Mar	Dimension Fusion	Forbidden
2009 Mar	Elemental Hero Stratos	Limited
2009 Mar	Emergency Teleport	Limited
2009 Mar	Exodia the Forbidden One	Limited
2009 Mar	Exchange of the Spirit	Forbidden
2009 Mar	Future Fusion	Limited
2009 Mar	Foolish Burial	Semi-limited
2009 Mar	Fiber Jar	Forbidden
2009 Mar	Fissure	Limited
2009 Mar	Giant Trunade	Limited
2009 Mar	Graceful Charity	Forbidden
2009 Mar	Gladiator Beast Bestiari	Limited
2009 Mar	Goblin Zombie	Semi-limited
2009 Mar	Goyo Guardian	Limited
2009 Mar	Gravity Bind	Limited
2009 Mar	Green Baboon, Defender of the Forest	Semi-limited
2009 Mar	Gold Sarcophagus	Semi-limited
2009 Mar	Gorz the Emissary of Darkness	Limited
2009 Mar	Harpie's Feather Duster	Forbidden
2009 Mar	Heavy Storm	Limited
2009 Mar	Imperial Order	Forbidden
2009 Mar	Judgment Dragon	Semi-limited
2009 Mar	Left Arm of the Forbidden One	Limited
2009 Mar	Left Leg of the Forbidden One	Limited
2009 Mar	Last Will	Forbidden
2009 Mar	Last Turn	Forbidden
2009 Mar	Level Limit - Area B	Limited
2009 Mar	Limiter Removal	Limited
2009 Mar	Morphing Jar	Limited
2009 Mar	Magical Stone Excavation	Semi-limited
2009 Mar	Magical Scientist	Forbidden
2009 Mar	Makyura the Destructor	Forbidden
2009 Mar	Magician of Faith	Forbidden
2009 Mar	Marshmallon	Limited
2009 Mar	Mask of Darkness	Semi-limited
2009 Mar	Metamorphosis	Forbidden
2009 Mar	Megamorph	Limited
2009 Mar	Mezuki	Limited
2009 Mar	Mirage of Nightmare	Forbidden
2009 Mar	Monster Reborn	Limited
2009 Mar	Monster Gate	Limited
2009 Mar	Magic Cylinder	Limited
2009 Mar	Mind Crush	Semi-limited
2009 Mar	Mirror Force	Limited
2009 Mar	Mystical Space Typhoon	Limited
2009 Mar	Neo-Spacian Grand Mole	Limited
2009 Mar	Necroface	Semi-limited
2009 Mar	Night Assailant	Limited
2009 Mar	Ojama Trio	Limited
2009 Mar	Overload Fusion	Limited
2009 Mar	Painful Choice	Forbidden
2009 Mar	Premature Burial	Forbidden
2009 Mar	Plaguespreader Zombie	Limited
2009 Mar	Pot of Greed	Forbidden
2009 Mar	Raiza the Storm Monarch	Semi-limited
2009 Mar	Reasoning	Limited
2009 Mar	Rescue Cat	Semi-limited
2009 Mar	Reinforcement of the Army	Limited
2009 Mar	Return from the Different Dimension	Limited
2009 Mar	Right Leg of the Forbidden One	Limited
2009 Mar	Right Arm of the Forbidden One	Limited
2009 Mar	Ring of Destruction	Forbidden
2009 Mar	Raigeki	Forbidden
2009 Mar	Sangan	Limited
2009 Mar	Scapegoat	Limited
2009 Mar	Smashing Ground	Limited
2009 Mar	Snatch Steal	Forbidden
2009 Mar	Snipe Hunter	Limited
2009 Mar	Spirit Reaper	Forbidden
2009 Mar	Sinister Serpent	Forbidden
2009 Mar	Sixth Sense	Limited
2009 Mar	Summon Priest	Semi-limited
2009 Mar	Swords of Revealing Light	Limited
2009 Mar	Time Seal	Forbidden
2009 Mar	Torrential Tribute	Limited
2009 Mar	Thousand-Eyes Restrict	Forbidden
2009 Mar	Tsukuyomi	Forbidden
2009 Mar	Trap Dustshoot	Limited
2009 Mar	Tribe-Infecting Virus	Forbidden
2009 Mar	The Transmigration Prophecy	Limited
2009 Mar	The Forceful Sentry	Forbidden
2009 Mar	United We Stand	Limited
2009 Mar	Ultimate Offering	Semi-limited
2009 Mar	Victory Dragon	Forbidden
2009 Mar	Wall of Revealing Light	Limited
2009 Mar	Witch of the Black Forest	Forbidden
2009 Mar	Yata-Garasu	Forbidden
2009 Sep	Advanced Ritual Art	Limited
2009 Sep	Allure of Darkness	Semi-limited
2009 Sep	Brain Control	Limited
2009 Sep	Black Rose Dragon	Limited
2009 Sep	Blackwing - Gale the Whirlwind	Limited
2009 Sep	Black Luster Soldier - Envoy of the Beginning	Forbidden
2009 Sep	Bottomless Trap Hole	Semi-limited
2009 Sep	Brionac, Dragon of the Ice Boundary	Limited
2009 Sep	Butterfly Dagger - Elma	Forbidden
2009 Sep	Card Trooper	Limited
2009 Sep	Card of Safe Return	Forbidden
2009 Sep	Chaos Sorceror	Semi-limited
2009 Sep	Chaos Emperor Dragon - Envoy of the End	Forbidden
2009 Sep	Cyber Dragon	Limited
2009 Sep	Cyber Stein	Forbidden
2009 Sep	Cyber Jar	Forbidden
2009 Sep	Cathedral of Nobles	Forbidden
2009 Sep	Card Destruction	Limited
2009 Sep	Change of Heart	Forbidden
2009 Sep	Confiscation	Forbidden
2009 Sep	Call of the Haunted	Limited
2009 Sep	Ceasefire	Limited
2009 Sep	Chain Strike	Semi-limited
2009 Sep	Cold Wave	Limited
2009 Sep	Crush Card Virus	Forbidden
2009 Sep	Dark Magician of Chaos	Forbidden
2009 Sep	Dark Hole	Forbidden
2009 Sep	Dandylion	Limited
2009 Sep	Dark Armed Dragon	Limited
2009 Sep	Dark Strike Fighter	Forbidden
2009 Sep	Delinquent Duo	Forbidden
2009 Sep	Demise, King of Armageddon	Limited
2009 Sep	Destiny Hero - Malicious	Semi-limited
2009 Sep	Destiny Hero - Disk Commander	Forbidden
2009 Sep	Dewloren, Tiger King of the Ice Barrier	Semi-limited
2009 Sep	Dimension Fusion	Forbidden
2009 Sep	Elemental Hero Stratos	Limited
2009 Sep	Emergency Teleport	Limited
2009 Sep	Exodia the Forbidden One	Limited
2009 Sep	Exchange of the Spirit	Forbidden
2009 Sep	Future Fusion	Limited
2009 Sep	Foolish Burial	Semi-limited
2009 Sep	Fiber Jar	Forbidden
2009 Sep	Giant Trunade	Limited
2009 Sep	Graceful Charity	Forbidden
2009 Sep	Gladiator Beast Bestiari	Limited
2009 Sep	Goblin Zombie	Semi-limited
2009 Sep	Goyo Guardian	Limited
2009 Sep	Gravity Bind	Limited
2009 Sep	Gold Sarcophagus	Semi-limited
2009 Sep	Gorz the Emissary of Darkness	Limited
2009 Sep	Harpie's Feather Duster	Forbidden
2009 Sep	Heavy Storm	Limited
2009 Sep	Imperial Order	Forbidden
2009 Sep	Judgment Dragon	Semi-limited
2009 Sep	Left Arm of the Forbidden One	Limited
2009 Sep	Left Leg of the Forbidden One	Limited
2009 Sep	Last Will	Forbidden
2009 Sep	Last Turn	Forbidden
2009 Sep	Level Limit - Area B	Limited
2009 Sep	Limiter Removal	Limited
2009 Sep	Lonefire Blossom	Limited
2009 Sep	Morphing Jar	Limited
2009 Sep	Magical Stone Excavation	Semi-limited
2009 Sep	Magical Scientist	Forbidden
2009 Sep	Makyura the Destructor	Forbidden
2009 Sep	Magician of Faith	Forbidden
2009 Sep	Marshmallon	Limited
2009 Sep	Mask of Darkness	Semi-limited
2009 Sep	Metamorphosis	Forbidden
2009 Sep	Megamorph	Limited
2009 Sep	Mezuki	Semi-limited
2009 Sep	Mirage of Nightmare	Forbidden
2009 Sep	Monster Reborn	Forbidden
2009 Sep	Monster Gate	Limited
2009 Sep	Magic Cylinder	Limited
2009 Sep	Mind Crush	Semi-limited
2009 Sep	Mind Master	Limited
2009 Sep	Mind Control	Limited
2009 Sep	Mirror Force	Limited
2009 Sep	Mystical Space Typhoon	Limited
2009 Sep	Neo-Spacian Grand Mole	Limited
2009 Sep	Necroface	Semi-limited
2009 Sep	Night Assailant	Limited
2009 Sep	One for One	Limited
2009 Sep	Ojama Trio	Limited
2009 Sep	Overload Fusion	Limited
2009 Sep	Painful Choice	Forbidden
2009 Sep	Premature Burial	Forbidden
2009 Sep	Plaguespreader Zombie	Limited
2009 Sep	Pot of Greed	Forbidden
2009 Sep	Reasoning	Limited
2009 Sep	Rescue Cat	Limited
2009 Sep	Reinforcement of the Army	Limited
2009 Sep	Return from the Different Dimension	Limited
2009 Sep	Right Leg of the Forbidden One	Limited
2009 Sep	Right Arm of the Forbidden One	Limited
2009 Sep	Ring of Destruction	Forbidden
2009 Sep	Raigeki	Forbidden
2009 Sep	Sangan	Limited
2009 Sep	Scapegoat	Limited
2009 Sep	Smashing Ground	Limited
2009 Sep	Snatch Steal	Forbidden
2009 Sep	Snipe Hunter	Limited
2009 Sep	Solemn Judgment	Limited
2009 Sep	Spirit Reaper	Forbidden
2009 Sep	Sinister Serpent	Forbidden
2009 Sep	Sixth Sense	Limited
2009 Sep	Summon Priest	Semi-limited
2009 Sep	Summoner Monk	Limited
2009 Sep	Swords of Revealing Light	Limited
2009 Sep	Time Seal	Forbidden
2009 Sep	Torrential Tribute	Limited
2009 Sep	Thousand-Eyes Restrict	Forbidden
2009 Sep	Tsukuyomi	Forbidden
2009 Sep	Trap Dustshoot	Limited
2009 Sep	Tribe-Infecting Virus	Forbidden
2009 Sep	The Transmigration Prophecy	Limited
2009 Sep	The Forceful Sentry	Forbidden
2009 Sep	United We Stand	Limited
2009 Sep	Ultimate Offering	Semi-limited
2009 Sep	Victory Dragon	Forbidden
2009 Sep	Wall of Revealing Light	Limited
2009 Sep	Witch of the Black Forest	Forbidden
2009 Sep	Yata-Garasu	Forbidden
2010 Mar	Advanced Ritual Art	Limited
2010 Mar	Allure of Darkness	Limited
2010 Mar	Allure of Darkness	Semi-limited
2010 Mar	Brain Control	Limited
2010 Mar	Black Rose Dragon	Limited
2010 Mar	Black Whirlwind	Semi-limited
2010 Mar	Blackwing - Gale the Whirlwind	Limited
2010 Mar	Black Luster Soldier - Envoy of the Beginning	Forbidden
2010 Mar	Bottomless Trap Hole	Semi-limited
2010 Mar	Brionac, Dragon of the Ice Boundary	Limited
2010 Mar	Butterfly Dagger - Elma	Forbidden
2010 Mar	Burial from a Different Dimension	Limited
2010 Mar	Card Trooper	Limited
2010 Mar	Card of Safe Return	Forbidden
2010 Mar	Chaos Sorceror	Limited
2010 Mar	Chaos Emperor Dragon - Envoy of the End	Forbidden
2010 Mar	Charge of the Light Brigade	Limited
2010 Mar	Cyber Dragon	Semi-limited
2010 Mar	Cyber Stein	Forbidden
2010 Mar	Cyber Jar	Forbidden
2010 Mar	Cathedral of Nobles	Forbidden
2010 Mar	Card Destruction	Limited
2010 Mar	Change of Heart	Forbidden
2010 Mar	Confiscation	Forbidden
2010 Mar	Call of the Haunted	Limited
2010 Mar	Ceasefire	Limited
2010 Mar	Chain Strike	Semi-limited
2010 Mar	Cold Wave	Limited
2010 Mar	Crush Card Virus	Forbidden
2010 Mar	Dark Magician of Chaos	Forbidden
2010 Mar	Dark Hole	Forbidden
2010 Mar	Dandylion	Semi-limited
2010 Mar	Dark Armed Dragon	Limited
2010 Mar	Dark Strike Fighter	Forbidden
2010 Mar	Delinquent Duo	Forbidden
2010 Mar	Demise, King of Armageddon	Semi-limited
2010 Mar	Destiny Hero - Malicious	Semi-limited
2010 Mar	Destiny Hero - Disk Commander	Forbidden
2010 Mar	Destiny Draw	Limited
2010 Mar	Dewloren, Tiger King of the Ice Barrier	Semi-limited
2010 Mar	Dimension Fusion	Forbidden
2010 Mar	Elemental Hero Stratos	Limited
2010 Mar	Emergency Teleport	Limited
2010 Mar	Exodia the Forbidden One	Limited
2010 Mar	Exchange of the Spirit	Forbidden
2010 Mar	Future Fusion	Limited
2010 Mar	Foolish Burial	Limited
2010 Mar	Fiber Jar	Forbidden
2010 Mar	Giant Trunade	Limited
2010 Mar	Graceful Charity	Forbidden
2010 Mar	Gladiator Beast Bestiari	Limited
2010 Mar	Goblin Zombie	Semi-limited
2010 Mar	Goyo Guardian	Limited
2010 Mar	Gravity Bind	Limited
2010 Mar	Gold Sarcophagus	Semi-limited
2010 Mar	Gorz the Emissary of Darkness	Limited
2010 Mar	Harpie's Feather Duster	Forbidden
2010 Mar	Heavy Storm	Limited
2010 Mar	Honest	Semi-limited
2010 Mar	Imperial Order	Forbidden
2010 Mar	Judgment Dragon	Semi-limited
2010 Mar	Left Arm of the Forbidden One	Limited
2010 Mar	Left Leg of the Forbidden One	Limited
2010 Mar	Last Will	Forbidden
2010 Mar	Last Turn	Forbidden
2010 Mar	Level Limit - Area B	Limited
2010 Mar	Limiter Removal	Limited
2010 Mar	Lonefire Blossom	Limited
2010 Mar	Lumina, Lightsworn Summoner	Limited
2010 Mar	Morphing Jar	Limited
2010 Mar	Magical Stone Excavation	Semi-limited
2010 Mar	Magical Scientist	Forbidden
2010 Mar	Magical Explosion	Limited
2010 Mar	Makyura the Destructor	Forbidden
2010 Mar	Magician of Faith	Forbidden
2010 Mar	Marshmallon	Limited
2010 Mar	Metamorphosis	Forbidden
2010 Mar	Megamorph	Limited
2010 Mar	Mezuki	Limited
2010 Mar	Mirage of Nightmare	Forbidden
2010 Mar	Monster Reborn	Forbidden
2010 Mar	Monster Gate	Limited
2010 Mar	Magic Cylinder	Limited
2010 Mar	Mind Crush	Limited
2010 Mar	Mind Master	Limited
2010 Mar	Mind Control	Limited
2010 Mar	Mirror Force	Limited
2010 Mar	Mystical Space Typhoon	Limited
2010 Mar	Neo-Spacian Grand Mole	Limited
2010 Mar	Necroface	Limited
2010 Mar	Necro Gardna	Limited
2010 Mar	Night Assailant	Limited
2010 Mar	One for One	Limited
2010 Mar	Ojama Trio	Limited
2010 Mar	Overload Fusion	Limited
2010 Mar	Painful Choice	Forbidden
2010 Mar	Premature Burial	Forbidden
2010 Mar	Plaguespreader Zombie	Limited
2010 Mar	Pot of Greed	Forbidden
2010 Mar	Reasoning	Limited
2010 Mar	Rescue Cat	Limited
2010 Mar	Reinforcement of the Army	Limited
2010 Mar	Return from the Different Dimension	Limited
2010 Mar	Right Leg of the Forbidden One	Limited
2010 Mar	Right Arm of the Forbidden One	Limited
2010 Mar	Ring of Destruction	Forbidden
2010 Mar	Raigeki	Forbidden
2010 Mar	Royal Decree	Semi-limited
2010 Mar	Royal Oppression	Semi-limited
2010 Mar	Sangan	Limited
2010 Mar	Scapegoat	Limited
2010 Mar	Snatch Steal	Forbidden
2010 Mar	Snipe Hunter	Limited
2010 Mar	Solemn Judgment	Limited
2010 Mar	Spirit Reaper	Forbidden
2010 Mar	Sinister Serpent	Forbidden
2010 Mar	Sixth Sense	Limited
2010 Mar	Skill Drain	Semi-limited
2010 Mar	Summon Priest	Semi-limited
2010 Mar	Summoner Monk	Limited
2010 Mar	Swords of Revealing Light	Limited
2010 Mar	Time Seal	Forbidden
2010 Mar	Torrential Tribute	Limited
2010 Mar	Thousand-Eyes Restrict	Forbidden
2010 Mar	Tragoedia	Limited
2010 Mar	Treeborn Frog	Semi-limited
2010 Mar	Tsukuyomi	Forbidden
2010 Mar	Trap Dustshoot	Limited
2010 Mar	Tribe-Infecting Virus	Forbidden
2010 Mar	The Transmigration Prophecy	Limited
2010 Mar	The Forceful Sentry	Forbidden
2010 Mar	United We Stand	Semi-limited
2010 Mar	Ultimate Offering	Semi-limited
2010 Mar	Victory Dragon	Forbidden
2010 Mar	Wall of Revealing Light	Limited
2010 Mar	Witch of the Black Forest	Forbidden
2010 Mar	Yata-Garasu	Forbidden
2010 Sep	Advanced Ritual Art	Limited
2010 Sep	Allure of Darkness	Limited
2010 Sep	Allure of Darkness	Semi-limited
2010 Sep	Brain Control	Forbidden
2010 Sep	Black Whirlwind	Limited
2010 Sep	Blackwing - Gale the Whirlwind	Limited
2010 Sep	Black Luster Soldier - Envoy of the Beginning	Forbidden
2010 Sep	Bottomless Trap Hole	Semi-limited
2010 Sep	Brionac, Dragon of the Ice Boundary	Limited
2010 Sep	Butterfly Dagger - Elma	Forbidden
2010 Sep	Burial from a Different Dimension	Limited
2010 Sep	Card Trooper	Limited
2010 Sep	Card of Safe Return	Forbidden
2010 Sep	Chaos Sorceror	Semi-limited
2010 Sep	Chaos Emperor Dragon - Envoy of the End	Forbidden
2010 Sep	Charge of the Light Brigade	Limited
2010 Sep	Cyber Stein	Forbidden
2010 Sep	Cyber Jar	Forbidden
2010 Sep	Cathedral of Nobles	Forbidden
2010 Sep	Card Destruction	Limited
2010 Sep	Change of Heart	Forbidden
2010 Sep	Confiscation	Forbidden
2010 Sep	Call of the Haunted	Limited
2010 Sep	Ceasefire	Limited
2010 Sep	Chain Strike	Semi-limited
2010 Sep	Cold Wave	Limited
2010 Sep	Crush Card Virus	Forbidden
2010 Sep	Dark Magician of Chaos	Forbidden
2010 Sep	Dark Hole	Limited
2010 Sep	Dandylion	Semi-limited
2010 Sep	Dark Armed Dragon	Limited
2010 Sep	Dark Strike Fighter	Forbidden
2010 Sep	Delinquent Duo	Forbidden
2010 Sep	Demise, King of Armageddon	Semi-limited
2010 Sep	Destiny Hero - Malicious	Semi-limited
2010 Sep	Destiny Hero - Disk Commander	Forbidden
2010 Sep	Destiny Draw	Limited
2010 Sep	Dewloren, Tiger King of the Ice Barrier	Semi-limited
2010 Sep	Dimension Fusion	Forbidden
2010 Sep	Elemental Hero Stratos	Limited
2010 Sep	Emergency Teleport	Limited
2010 Sep	Exodia the Forbidden One	Limited
2010 Sep	Exchange of the Spirit	Forbidden
2010 Sep	Future Fusion	Limited
2010 Sep	Foolish Burial	Limited
2010 Sep	Fiber Jar	Forbidden
2010 Sep	Giant Trunade	Limited
2010 Sep	Graceful Charity	Forbidden
2010 Sep	Gladiator Beast Bestiari	Limited
2010 Sep	Goyo Guardian	Limited
2010 Sep	Gravity Bind	Limited
2010 Sep	Gold Sarcophagus	Semi-limited
2010 Sep	Gorz the Emissary of Darkness	Limited
2010 Sep	Harpie's Feather Duster	Forbidden
2010 Sep	Heavy Storm	Forbidden
2010 Sep	Honest	Semi-limited
2010 Sep	Imperial Order	Forbidden
2010 Sep	Infernity Launcher	Limited
2010 Sep	Judgment Dragon	Semi-limited
2010 Sep	Left Arm of the Forbidden One	Limited
2010 Sep	Left Leg of the Forbidden One	Limited
2010 Sep	Last Will	Forbidden
2010 Sep	Last Turn	Forbidden
2010 Sep	Level Limit - Area B	Limited
2010 Sep	Limiter Removal	Limited
2010 Sep	Lonefire Blossom	Limited
2010 Sep	Lumina, Lightsworn Summoner	Limited
2010 Sep	Morphing Jar	Limited
2010 Sep	Magical Stone Excavation	Semi-limited
2010 Sep	Magical Scientist	Forbidden
2010 Sep	Magical Explosion	Limited
2010 Sep	Makyura the Destructor	Forbidden
2010 Sep	Magician of Faith	Forbidden
2010 Sep	Marshmallon	Limited
2010 Sep	Metamorphosis	Forbidden
2010 Sep	Megamorph	Limited
2010 Sep	Mezuki	Limited
2010 Sep	Mirage of Nightmare	Forbidden
